id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category
1dd-nihar-shanti-amla-badam-hair-oil-100-ml-r48,Hair Oil | Nihar | 100 ml,Hair Oil | Nihar | 100 ml. Fresh quality hair care available for fast 1-day home delivery across town at best price ₹80.,in stock,new,80.00 INR,https://1dd.web.app/?item=1dd-nihar-shanti-amla-badam-hair-oil-100-ml-r48,https://1dd.web.app/images/products/Hair%20Oil%20%7C%20Nihar%20%7C%20100%20ml.jpg,Nihar,Health & Beauty > Personal Care > Hair Care > Hair Oils & Serums,
1dd-parachute-100-pure-coconut-hair-oil-200-ml-r47,Hair Oil | Parachute Coconut | 200 ml,Hair Oil | Parachute Coconut | 200 ml. Fresh quality hair care available for fast 1-day home delivery across town at best price ₹100.,in stock,new,100.00 INR,https://1dd.web.app/?item=1dd-parachute-100-pure-coconut-hair-oil-200-ml-r47,https://1dd.web.app/images/products/Hair%20Oil%20%7C%20Parachute%20Coconut%20%7C%20200%20ml.jpg,Parachute,Health & Beauty > Personal Care > Hair Care > Hair Oils & Serums,
1dd-harpic-power-plus-original-disinfectant-toilet-cleaner-250ml-r97,Harpic | Harpic Original | 250ml,Harpic | Harpic Original | 250ml. Fresh quality home & hygiene available for fast 1-day home delivery across town at best price ₹40.,in stock,new,40.00 INR,https://1dd.web.app/?item=1dd-harpic-power-plus-original-disinfectant-toilet-cleaner-250ml-r97,https://1dd.web.app/images/products/Harpic%20%7C%20Harpic%20Original%20%7C%20250ml.jpg,Harpic,Home & Garden > Household Supplies > Household Cleaning Supplies,
1dd-everest-chicken-curry-masala-10g-r66,Masala | Everest Chicken Masala | 10g,Masala | Everest Chicken Masala | 10g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹5.,in stock,new,5.00 INR,https://1dd.web.app/?item=1dd-everest-chicken-curry-masala-10g-r66,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Chicken%20Masala%20%7C%2010g.jpg,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-coriander-dhania-powder-100-g-r58,Masala | Everest Dhania | 100 g,Masala | Everest Dhania | 100 g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹35.,in stock,new,35.00 INR,https://1dd.web.app/?item=1dd-everest-coriander-dhania-powder-100-g-r58,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Dhania%20%7C%20100%20g.png,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-coriander-dhania-powder-10g-r59,Masala | Everest Dhania | 10g,Masala | Everest Dhania | 10g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹5.,in stock,new,5.00 INR,https://1dd.web.app/?item=1dd-everest-coriander-dhania-powder-10g-r59,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Dhania%20%7C%2010g.jpg,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-garam-masala-powder-10g-r63,Masala | Everest Garam Masala | 10g,Masala | Everest Garam Masala | 10g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹5.,in stock,new,5.00 INR,https://1dd.web.app/?item=1dd-everest-garam-masala-powder-10g-r63,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Garam%20Masala%20%7C%2010g.jpg,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-garam-masala-powder-50-g-r62,Masala | Everest Garam Masala | 50 g,Masala | Everest Garam Masala | 50 g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹50.,in stock,new,50.00 INR,https://1dd.web.app/?item=1dd-everest-garam-masala-powder-50-g-r62,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Garam%20Masala%20%7C%2050%20g.jpg,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-pure-turmeric-haldi-powder-100-g-r73,Masala | Everest Haldi | 100 g,Masala | Everest Haldi | 100 g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹30.,in stock,new,30.00 INR,https://1dd.web.app/?item=1dd-everest-pure-turmeric-haldi-powder-100-g-r73,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Haldi%20%7C%20100%20g.webp,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-pure-turmeric-haldi-powder-10g-r74,Masala | Everest Haldi | 10g,Masala | Everest Haldi | 10g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹5.,in stock,new,5.00 INR,https://1dd.web.app/?item=1dd-everest-pure-turmeric-haldi-powder-10g-r74,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Haldi%20%7C%2010g.jpg,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-cumin-jeera-powder-10-g-r57,Masala | Everest Jeera | 10 g,Masala | Everest Jeera | 10 g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹5.,in stock,new,5.00 INR,https://1dd.web.app/?item=1dd-everest-cumin-jeera-powder-10-g-r57,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Jeera%20%7C%2010%20g.jpg,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-cumin-jeera-powder-100-g-r56,Masala | Everest Jeera | 100 g,Masala | Everest Jeera | 100 g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹80.,in stock,new,80.00 INR,https://1dd.web.app/?item=1dd-everest-cumin-jeera-powder-100-g-r56,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Jeera%20%7C%20100%20g.png,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-kashmiri-lal-chilli-powder-20g-r69,Masala | Everest Kashmiri Mirch | 20g,Masala | Everest Kashmiri Mirch | 20g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹10.,in stock,new,10.00 INR,https://1dd.web.app/?item=1dd-everest-kashmiri-lal-chilli-powder-20g-r69,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Kashmiri%20Mirch%20%7C%2020g.jpg,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-kashmiri-lal-chilli-powder-50g-r68,Masala | Everest Kashmiri Mirch | 50g,Masala | Everest Kashmiri Mirch | 50g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹55.,in stock,new,55.00 INR,https://1dd.web.app/?item=1dd-everest-kashmiri-lal-chilli-powder-50g-r68,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Kashmiri%20Mirch%20%7C%2050g.png,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-kitchen-king-all-in-one-masala-20g-r71,Masala | Everest Kitchen King | 20g,Masala | Everest Kitchen King | 20g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹10.,in stock,new,10.00 INR,https://1dd.web.app/?item=1dd-everest-kitchen-king-all-in-one-masala-20g-r71,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Kitchen%20King%20%7C%2020g.jpg,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-kitchen-king-all-in-one-masala-50g-r70,Masala | Everest Kitchen King | 50g,Masala | Everest Kitchen King | 50g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹55.,in stock,new,55.00 INR,https://1dd.web.app/?item=1dd-everest-kitchen-king-all-in-one-masala-50g-r70,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Kitchen%20King%20%7C%2050g.png,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-tikhalal-red-chilli-powder-100-g-r60,Masala | Everest Lal Mirch | 100 g,Masala | Everest Lal Mirch | 100 g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹55.,in stock,new,55.00 INR,https://1dd.web.app/?item=1dd-everest-tikhalal-red-chilli-powder-100-g-r60,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Lal%20Mirch%20%7C%20100%20g.jpg,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-tikhalal-red-chilli-powder-10g-r61,Masala | Everest Lal Mirch | 10g,Masala | Everest Lal Mirch | 10g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹5.,in stock,new,5.00 INR,https://1dd.web.app/?item=1dd-everest-tikhalal-red-chilli-powder-10g-r61,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Lal%20Mirch%20%7C%2010g.jpg,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-meat-curry-masala-10g-r65,Masala | Everest Meat Masala | 10g,Masala | Everest Meat Masala | 10g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹5.,in stock,new,5.00 INR,https://1dd.web.app/?item=1dd-everest-meat-curry-masala-10g-r65,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Meat%20Masala%20%7C%2010g.jpg,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-meat-curry-masala-50g-r64,Masala | Everest Meat Masala | 50g,Masala | Everest Meat Masala | 50g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹55.,in stock,new,55.00 INR,https://1dd.web.app/?item=1dd-everest-meat-curry-masala-50g-r64,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Meat%20Masala%20%7C%2050g.jpg,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-everest-shahi-paneer-masala-20g-r67,Masala | Everest Shahi Paneer | 20g,Masala | Everest Shahi Paneer | 20g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹10.,in stock,new,10.00 INR,https://1dd.web.app/?item=1dd-everest-shahi-paneer-masala-20g-r67,https://1dd.web.app/images/products/Masala%20%7C%20Everest%20Shahi%20Paneer%20%7C%2020g.jpg,Everest,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-maggi-masala-ae-magic-cooking-seasoning-10g-r72,Masala | Maggi Masala-e-Magic | 10g,Masala | Maggi Masala-e-Magic | 10g. Fresh quality spices & masala (powder) available for fast 1-day home delivery across town at best price ₹5.,in stock,new,5.00 INR,https://1dd.web.app/?item=1dd-maggi-masala-ae-magic-cooking-seasoning-10g-r72,https://1dd.web.app/images/products/Masala%20%7C%20Maggi%20Masala-e-Magic%20%7C%2010g.jpg,Maggi,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",
1dd-safety-matchboxes-bundle-solai-pack-of-10-r103,Matches | Aim Safety Matches | Bundle,Matches | Aim Safety Matches | Bundle. Fresh quality matches & household available for fast 1-day home delivery across town at best price ₹10.,in stock,new,10.00 INR,https://1dd.web.app/?item=1dd-safety-matchboxes-bundle-solai-pack-of-10-r103,https://1dd.web.app/images/products/Matches%20%7C%20Aim%20Safety%20Matches%20%7C%20Bundle.jpg,Aim,Home & Garden > Household Supplies > Matches & Lighters,
1dd-namaste-india-pure-toned-milk-1-l-r55,Milk | Namaste India | 1 L,Milk | Namaste India | 1 L. Fresh quality fresh milk available for fast 1-day home delivery across town at best price ₹75.,in stock,new,75.00 INR,https://1dd.web.app/?item=1dd-namaste-india-pure-toned-milk-1-l-r55,https://1dd.web.app/images/products/Milk%20%7C%20Namaste%20India%20%7C%201%20L.png,Namaste India,"Food, Beverages & Tobacco > Dairy Products > Milk",
1dd-namaste-india-pure-toned-milk-200ml-r54,Milk | Namaste India | 200ml,Milk | Namaste India | 200ml. Fresh quality fresh milk available for fast 1-day home delivery across town at best price ₹15.,in stock,new,15.00 INR,https://1dd.web.app/?item=1dd-namaste-india-pure-toned-milk-200ml-r54,https://1dd.web.app/images/products/Milk%20%7C%20Namaste%20India%20%7C%20200ml.jpg,Namaste India,"Food, Beverages & Tobacco > Dairy Products > Milk",
1dd-puffed-rice-muri-murmura-500g-r28,Muri | Daily Fresh | 500g,Muri | Daily Fresh | 500g. Fresh quality breakfast & staples available for fast 1-day home delivery across town at best price ₹30.,in stock,new,30.00 INR,https://1dd.web.app/?item=1dd-puffed-rice-muri-murmura-500g-r28,https://1dd.web.app/images/products/Muri%20%7C%20Daily%20Fresh%20%7C%20500g.jpg,Daily Fresh,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal",
1dd-korean-spicy-veg-ramen-instant-noodles-r123,Noodles | Korean Spicy Shin Ramyun | Standard,Noodles | Korean Spicy Shin Ramyun | Standard. Fresh quality noodles & instant food available for fast 1-day home delivery across town at best price ₹10.,in stock,new,10.00 INR,https://1dd.web.app/?item=1dd-korean-spicy-veg-ramen-instant-noodles-r123,https://1dd.web.app/images/products/Noodles%20%7C%20Korean%20Spicy%20Shin%20Ramyun%20%7C%20Standard.jpg,Nongshim,"Food, Beverages & Tobacco > Food Items > Pasta & Noodles",
1dd-maggi-2-minute-masala-instant-noodles-r122,Noodles | Maggi 2-Minute | Standard,Noodles | Maggi 2-Minute | Standard. Fresh quality noodles & instant food available for fast 1-day home delivery across town at best price ₹10.,in stock,new,10.00 INR,https://1dd.web.app/?item=1dd-maggi-2-minute-masala-instant-noodles-r122,https://1dd.web.app/images/products/Noodles%20%7C%20Maggi%202-Minute%20%7C%20Standard.jpg,Maggi,"Food, Beverages & Tobacco > Food Items > Pasta & Noodles",
1dd-mimi-ready-to-eat-crunchy-instant-noodles-r124,Noodles | Mimi Ready-to-Eat | Standard,Noodles | Mimi Ready-to-Eat | Standard. Fresh quality noodles & instant food available for fast 1-day home delivery across town at best price ₹5.,in stock,new,5.00 INR,https://1dd.web.app/?item=1dd-mimi-ready-to-eat-crunchy-instant-noodles-r124,https://1dd.web.app/images/products/Noodles%20%7C%20Mimi%20Ready-to-Eat%20%7C%20Standard.png,Mimi,"Food, Beverages & Tobacco > Food Items > Pasta & Noodles",
1dd-dhara-kachi-ghani-mustard-oil-1-l-r2,Oil | Dhara | 1 L,Oil | Dhara | 1 L. Fresh quality cooking oil available for fast 1-day home delivery across town at best price ₹200.,in stock,new,200.00 INR,https://1dd.web.app/?item=1dd-dhara-kachi-ghani-mustard-oil-1-l-r2,https://1dd.web.app/images/products/Oil%20%7C%20Dhara%20%7C%201%20L.jpg,Dhara,"Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Cooking Oils",
1dd-fortune-refined-soyabean-cooking-oil-1-l-r4,Oil | Fortune Refined | 1 L,Oil | Fortune Refined | 1 L. Fresh quality cooking oil available for fast 1-day home delivery across town at best price ₹140.,in stock,new,140.00 INR,https://1dd.web.app/?item=1dd-fortune-refined-soyabean-cooking-oil-1-l-r4,https://1dd.web.app/images/products/Oil%20%7C%20Fortune%20Refined%20%7C%201%20L.png,Fortune,"Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Cooking Oils",
1dd-fortune-sunlite-refined-sunflower-oil-1-l-r3,Oil | Fortune | 1 L,Oil | Fortune | 1 L. Fresh quality cooking oil available for fast 1-day home delivery across town at best price ₹200.,in stock,new,200.00 INR,https://1dd.web.app/?item=1dd-fortune-sunlite-refined-sunflower-oil-1-l-r3,https://1dd.web.app/images/products/Oil%20%7C%20Fortune%20%7C%201%20L.jpg,Fortune,"Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Cooking Oils",
1dd-hanuman-mustard-cooking-oil-1-2l-r5,Oil | Hanuman Mustard | 1/2L,Oil | Hanuman Mustard | 1/2L. Fresh quality cooking oil available for fast 1-day home delivery across town at best price ₹70.,in stock,new,70.00 INR,https://1dd.web.app/?item=1dd-hanuman-mustard-cooking-oil-1-2l-r5,https://1dd.web.app/images/products/Oil%20%7C%20Hanuman%20Mustard%20%7C%201-2L.jpg,Hanuman,"Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Cooking Oils",
1dd-fresh-red-onion-piyaj-1kg,Onion | Fresh Red (পিয়াঁজ) | 1 kg,Onion | Fresh Red (পিয়াঁজ) | 1 kg. Fresh quality vegetables available for fast 1-day home delivery across town at best price ₹60.,in stock,new,60.00 INR,https://1dd.web.app/?item=1dd-fresh-red-onion-piyaj-1kg,https://1dd.web.app/images/products/Onion%20%7C%20Fresh%20Red%20%28%E0%A6%AA%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%81%E0%A6%9C%29%20%7C%201%20kg.jpg,Daily Fresh,"Food, Beverages & Tobacco > Food Items > Fresh & Frozen Food > Fresh Vegetables",
1dd-fresh-red-onion-piyaj-500g,Onion | Fresh Red (পিয়াঁজ) | 500g,Onion | Fresh Red (পিয়াঁজ) | 500g. Fresh quality vegetables available for fast 1-day home delivery across town at best price ₹30.,in stock,new,30.00 INR,https://1dd.web.app/?item=1dd-fresh-red-onion-piyaj-500g,https://1dd.web.app/images/products/Onion%20%7C%20Fresh%20Red%20%28%E0%A6%AA%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%81%E0%A6%9C%29%20%7C%20500g.jpg,Daily Fresh,"Food, Beverages & Tobacco > Food Items > Fresh & Frozen Food > Fresh Vegetables",
1dd-white-disinfectant-phenyle-floor-cleaner-250ml-r96,Phenyle | White Phenyle | 250ml,Phenyle | White Phenyle | 250ml. Fresh quality home & hygiene available for fast 1-day home delivery across town at best price ₹40.,in stock,new,40.00 INR,https://1dd.web.app/?item=1dd-white-disinfectant-phenyle-floor-cleaner-250ml-r96,https://1dd.web.app/images/products/Phenyle%20%7C%20White%20Phenyle%20%7C%20250ml.png,CleanHome,Home & Garden > Household Supplies > Household Cleaning Supplies,
1dd-fresh-local-potato-aloo-1kg,Potato | Fresh Local (আলু) | 1 kg,Potato | Fresh Local (আলু) | 1 kg. Fresh farm-picked quality vegetables available for fast 1-day home delivery across town at best price ₹15.,in stock,new,15.00 INR,https://1dd.web.app/?item=1dd-fresh-local-potato-aloo-1kg,https://1dd.web.app/images/products/Potato%20%7C%20Fresh%20Local%20%28%E0%A6%86%E0%A6%B2%E0%A7%81%29%20%7C%201%20kg.jpg,Daily Fresh,"Food, Beverages & Tobacco > Food Items > Fresh & Frozen Food > Fresh Vegetables",
1dd-fresh-local-potato-aloo-500g,Potato | Fresh Local (আলু) | 500g,Potato | Fresh Local (আলু) | 500g. Fresh farm-picked quality vegetables available for fast 1-day home delivery across town at best price ₹8.,in stock,new,8.00 INR,https://1dd.web.app/?item=1dd-fresh-local-potato-aloo-500g,https://1dd.web.app/images/products/Potato%20%7C%20Fresh%20Local%20%28%E0%A6%86%E0%A6%B2%E0%A7%81%29%20%7C%20500g.jpg,Daily Fresh,"Food, Beverages & Tobacco > Food Items > Fresh & Frozen Food > Fresh Vegetables",
1dd-tur-arhar-dal-toor-dal-1-kg-r8,Pulses | Arhar (ৰহৰ দাইল) | 1 kg,Pulses | Arhar (ৰহৰ দাইল) | 1 kg. Fresh quality pulses & dals available for fast 1-day home delivery across town at best price ₹130.,in stock,new,130.00 INR,https://1dd.web.app/?item=1dd-tur-arhar-dal-toor-dal-1-kg-r8,https://1dd.web.app/images/products/Pulses%20%7C%20Arhar%20(%E0%A7%B0%E0%A6%B9%E0%A7%B0%20%E0%A6%A6%E0%A6%BE%E0%A6%87%E0%A6%B2)%20%7C%201%20kg.jpg,Daily Fresh,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal",
1dd-chana-dal-but-dal-split-bengal-gram-1-kg-r9,Pulses | But Dal (বুটৰ দাইল) | 1 kg,Pulses | But Dal (বুটৰ দাইল) | 1 kg. Fresh quality pulses & dals available for fast 1-day home delivery across town at best price ₹90.,in stock,new,90.00 INR,https://1dd.web.app/?item=1dd-chana-dal-but-dal-split-bengal-gram-1-kg-r9,https://1dd.web.app/images/products/Pulses%20%7C%20But%20Dal%20(%E0%A6%AC%E0%A7%81%E0%A6%9F%E0%A7%B0%20%E0%A6%A6%E0%A6%BE%E0%A6%87%E0%A6%B2)%20%7C%201%20kg.jpeg,Daily Fresh,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal",
1dd-fola-mogu-dal-green-split-moong-chilka-1kg-r12,Pulses | Fola Mogu (ফলা মগু) | 1kg,Pulses | Fola Mogu (ফলা মগু) | 1kg. Fresh quality pulses & dals available for fast 1-day home delivery across town at best price ₹90.,in stock,new,90.00 INR,https://1dd.web.app/?item=1dd-fola-mogu-dal-green-split-moong-chilka-1kg-r12,https://1dd.web.app/images/products/Pulses%20%7C%20Fola%20Mogu%20(%E0%A6%AB%E0%A6%B2%E0%A6%BE%20%E0%A6%AE%E0%A6%97%E0%A7%81)%20%7C%201kg.jpg,Daily Fresh,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal",
1dd-premium-red-masoor-dal-1-kg-r6,Pulses | Masoor (মচুৰ দাইল - Premium) | 1 kg,Pulses | Masoor (মচুৰ দাইল - Premium) | 1 kg. Fresh quality pulses & dals available for fast 1-day home delivery across town at best price ₹100.,in stock,new,100.00 INR,https://1dd.web.app/?item=1dd-premium-red-masoor-dal-1-kg-r6,https://1dd.web.app/images/products/Pulses%20%7C%20Masoor%20(%E0%A6%AE%E0%A6%9A%E0%A7%81%E0%A7%B0%20%E0%A6%A6%E0%A6%BE%E0%A6%87%E0%A6%B2%20-%20Premium)%20%7C%201%20kg.jpeg,Daily Fresh,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal",
1dd-standard-red-masoor-dal-1-kg-r7,Pulses | Masoor (মচুৰ দাইল - Standard) | 1 kg,Pulses | Masoor (মচুৰ দাইল - Standard) | 1 kg. Fresh quality pulses & dals available for fast 1-day home delivery across town at best price ₹90.,in stock,new,90.00 INR,https://1dd.web.app/?item=1dd-standard-red-masoor-dal-1-kg-r7,https://1dd.web.app/images/products/Pulses%20%7C%20Masoor%20(%E0%A6%AE%E0%A6%9A%E0%A7%81%E0%A7%B0%20%E0%A6%A6%E0%A6%BE%E0%A6%87%E0%A6%B2%20-%20Standard)%20%7C%201%20kg.jpeg,Daily Fresh,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal",
1dd-yellow-moong-dal-split-1-kg-r10,Pulses | Moong Dal (মগু দাইল) | 1 kg,Pulses | Moong Dal (মগু দাইল) | 1 kg. Fresh quality pulses & dals available for fast 1-day home delivery across town at best price ₹120.,in stock,new,120.00 INR,https://1dd.web.app/?item=1dd-yellow-moong-dal-split-1-kg-r10,https://1dd.web.app/images/products/Pulses%20%7C%20Moong%20Dal%20(%E0%A6%AE%E0%A6%97%E0%A7%81%20%E0%A6%A6%E0%A6%BE%E0%A6%87%E0%A6%B2)%20%7C%201%20kg.jpeg,Daily Fresh,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal",
1dd-yellow-moong-dal-split-500-g-r11,Pulses | Moong Dal (মগু দাইল) | 500 g,Pulses | Moong Dal (মগু দাইল) | 500 g. Fresh quality pulses & dals available for fast 1-day home delivery across town at best price ₹60.,in stock,new,60.00 INR,https://1dd.web.app/?item=1dd-yellow-moong-dal-split-500-g-r11,https://1dd.web.app/images/products/Pulses%20%7C%20Moong%20Dal%20(%E0%A6%AE%E0%A6%97%E0%A7%81%20%E0%A6%A6%E0%A6%BE%E0%A6%87%E0%A6%B2)%20%7C%20500%20g.jpg,Daily Fresh,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal",
1dd-everyday-crystal-iodised-salt-1-kg-r105,Salt | Everyday | 1 kg,Salt | Everyday | 1 kg. Fresh quality iodised salt available for fast 1-day home delivery across town at best price ₹10.,in stock,new,10.00 INR,https://1dd.web.app/?item=1dd-everyday-crystal-iodised-salt-1-kg-r105,https://1dd.web.app/images/products/Salt%20%7C%20Everyday%20%7C%201%20kg.jpeg,Everyday,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices > Salt",
1dd-taza-refined-iodised-table-salt-1kg-r104,Salt | Taza | 1kg,Salt | Taza | 1kg. Fresh quality iodised salt available for fast 1-day home delivery across town at best price ₹10.,in stock,new,10.00 INR,https://1dd.web.app/?item=1dd-taza-refined-iodised-table-salt-1kg-r104,https://1dd.web.app/images/products/Salt%20%7C%20Taza%20%7C%201kg.jpg,Taza,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices > Salt",
1dd-z-premium-pure-iodised-salt-1-kg-r106,Salt | Z + | 1 kg,Salt | Z + | 1 kg. Fresh quality iodised salt available for fast 1-day home delivery across town at best price ₹15.,in stock,new,15.00 INR,https://1dd.web.app/?item=1dd-z-premium-pure-iodised-salt-1-kg-r106,https://1dd.web.app/images/products/Salt%20%7C%20Z%20%2B%20%7C%201%20kg.jpg,Z+,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices > Salt",
1dd-crispy-sira-chira-flattened-rice-poha-1kg-r27,Sira (চিৰা) | Daily Fresh | 1kg,Sira (চিৰা) | Daily Fresh | 1kg. Fresh quality breakfast & staples available for fast 1-day home delivery across town at best price ₹45.,in stock,new,45.00 INR,https://1dd.web.app/?item=1dd-crispy-sira-chira-flattened-rice-poha-1kg-r27,https://1dd.web.app/images/products/Sira%20(%E0%A6%9A%E0%A6%BF%E0%A7%B0%E0%A6%BE)%20%7C%20Daily%20Fresh%20%7C%201kg.jpg,Daily Fresh,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal",
1dd-astha-herbal-bath-soap-1-pc-r32,Soap | Astha | 1 pc,Soap | Astha | 1 pc. Fresh quality soaps & cleansing available for fast 1-day home delivery across town at best price ₹40.,in stock,new,40.00 INR,https://1dd.web.app/?item=1dd-astha-herbal-bath-soap-1-pc-r32,https://1dd.web.app/images/products/Soap%20%7C%20Astha%20%7C%201%20pc.jpg,Astha,Health & Beauty > Personal Care > Bath & Body > Bar Soap,
1dd-dettol-original-germ-protection-bath-soap-1-pc-r35,Soap | Detol | 1 pc,Soap | Detol | 1 pc. Fresh quality soaps & cleansing available for fast 1-day home delivery across town at best price ₹10.,in stock,new,10.00 INR,https://1dd.web.app/?item=1dd-dettol-original-germ-protection-bath-soap-1-pc-r35,https://1dd.web.app/images/products/Soap%20%7C%20Detol%20%7C%201%20pc.jpg,Dettol,Health & Beauty > Personal Care > Bath & Body > Bar Soap,
1dd-exo-anti-bacterial-dishwash-bar-1-pc-r34,Soap | Exo | 1 pc,Soap | Exo | 1 pc. Fresh quality soaps & cleansing available for fast 1-day home delivery across town at best price ₹5.,in stock,new,5.00 INR,https://1dd.web.app/?item=1dd-exo-anti-bacterial-dishwash-bar-1-pc-r34,https://1dd.web.app/images/products/Soap%20%7C%20Exo%20%7C%201%20pc.jpg,Exo,Health & Beauty > Personal Care > Bath & Body > Bar Soap,
1dd-goodluck-laundry-washing-soap-bar-1-pc-r39,Soap | Goodluck | 1 pc,Soap | Goodluck | 1 pc. Fresh quality soaps & cleansing available for fast 1-day home delivery across town at best price ₹30.,in stock,new,30.00 INR,https://1dd.web.app/?item=1dd-goodluck-laundry-washing-soap-bar-1-pc-r39,https://1dd.web.app/images/products/Soap%20%7C%20Goodluck%20%7C%201%20pc.jpg,Goodluck,Health & Beauty > Personal Care > Bath & Body > Bar Soap,
1dd-lifebuoy-total-germ-protection-soap-bar-1-pc-r38,Soap | Lifebuoy | 1 pc,Soap | Lifebuoy | 1 pc. Fresh quality soaps & cleansing available for fast 1-day home delivery across town at best price ₹30.,in stock,new,30.00 INR,https://1dd.web.app/?item=1dd-lifebuoy-total-germ-protection-soap-bar-1-pc-r38,https://1dd.web.app/images/products/Soap%20%7C%20Lifebuoy%20%7C%201%20pc.png,Lifebuoy,Health & Beauty > Personal Care > Bath & Body > Bar Soap,
